UniprotID	logFC	AveExpr	t	P.Value	adj.P.Val	B	ensembl_gene_id
P30260	0.564993191560436	25.1363098597261	0.391233085207522	0.697001124252616	0.921125009713047	-6.1765534906538	ENSG00000004897
P02730	-0.340557795738587	30.3893545368017	-1.91122175235033	0.060584066747131	0.322307235094737	-4.51562330242024	ENSG00000004939
P53701	-0.189648740090313	25.2130285001626	-0.288374594166884	0.774018881769034	0.942586351656061	-6.21073838345674	ENSG00000004961
Q92900	-0.291295043471337	29.1329985711796	-1.70431377542111	0.0933107637269475	0.400557044946149	-4.86284316158605	ENSG00000005007
P05141	-0.319941882695488	32.7813206437245	-2.3377250301551	0.0226314132654368	0.185577588776582	-3.69119621719574	ENSG00000005022
P52435	0.215725377798822	23.2691541183963	0.464284590355788	0.64406394978776	0.905077110492961	-6.14608555100714	ENSG00000005075
P49916	0.0760190574872759	27.0541470721833	0.453838620757353	0.651523710848702	0.90665869573507	-6.1507640646266	ENSG00000005156
Q9H6T3	0.255176117090514	24.208784998464	0.636796389814429	0.526592958565778	0.865681923452538	-6.05357784622678	ENSG00000005175
Q53FZ2	-1.09218684938033	25.4171287982487	-2.29172068865196	0.025317561463519	0.199503847775389	-3.78688878360758	ENSG00000005187
Q6FI81	-0.0186905977235021	26.0661937250652	-0.0373197611350313	0.970349525437722	0.996264588690783	-6.25073814000625	ENSG00000005194
P31323	-0.322225862189548	26.9248638926564	-2.1874878195655	0.0324720142810855	0.229365147506165	-3.9977678761853	ENSG00000005249
Q92793	-0.758034354889826	25.5898252827901	-0.932109671658289	0.354912386367451	0.752139690795652	-5.82911917215724	ENSG00000005339
P05164	5.97287584283643	26.6975362039863	6.66940875099141	8.84179322103716e-09	9.27668585596365e-06	9.88280071103296	ENSG00000005381
P27169	-0.251846165623974	26.6428769916088	-1.4545555793538	0.150817561736011	0.519418745981707	-5.23354648256736	ENSG00000005421
Q9UKG9	-0.313462007727935	23.0681159394	-0.737453601655965	0.463617971687927	0.835930046471811	-5.98639314796785	ENSG00000005469
Q6NTF9	-0.0125227539146131	22.740375680651	-0.047247051215221	0.962467619321939	0.993626642969052	-6.25032718393083	ENSG00000005486
P20701	0.460356007259385	23.5421796775392	1.38419193169008	0.171243407516144	0.549288412462079	-5.32814822629045	ENSG00000005844
Q15119	-0.51006943224678	24.9195654010649	-0.849590188981461	0.398809469608298	0.791445541206676	-5.90018227495538	ENSG00000005882
P26006	-0.509186962506551	26.7641678843316	-2.82113781956497	0.00641381644828819	0.0826815391401131	-2.59340759080614	ENSG00000005884
P13473	-0.564847511467207	26.2657382028279	-1.25933911854358	0.212611567218893	0.603511349700383	-5.48513669131554	ENSG00000005893
Q9BZF2	-0.208753846467555	23.3139102935384	-0.513688116660102	0.609289105763061	0.896854568262367	-6.12252777945643	ENSG00000006025
P63010	-0.319362129023325	30.3195796696971	-2.97054421955314	0.00421976778081704	0.0646359373842565	-2.22195881855354	ENSG00000006125
Q8TB22	-0.305576768144409	25.8016209282521	-0.443386882620512	0.65903240549568	0.907959501558348	-6.1553314422822	ENSG00000006282
P11233	-0.238719817206047	27.5285865539939	-1.55970835485459	0.123899996640555	0.466271001850205	-5.08405439241761	ENSG00000006451
Q9UHR4	0.221707793495568	26.6034922087735	0.744838224860452	0.459173089954565	0.833484570719662	-5.98108325158083	ENSG00000006453
Q53H12	-0.247742327311723	26.781369035529	-0.802744102036819	0.425177711918708	0.809831556048281	-5.93764823055395	ENSG00000006530
P43353	0.594438086466816	22.936594046019	1.1569998759946	0.251694071001751	0.648944862252336	-5.60331136336882	ENSG00000006534
O94887	-0.723798533364121	24.6761904463095	-1.68116343463797	0.0977436730072448	0.412535796368813	-4.89945992623354	ENSG00000006607
Q9Y6N9	-0.571514411359278	26.6109156853482	-2.81663675404492	0.00649389829236456	0.0826815391401131	-2.60437242919784	ENSG00000006611
O75223	-0.0155540738803346	27.8850247206638	-0.0842515990154045	0.933126828152449	0.988219187010158	-6.24794528846824	ENSG00000006625
Q8N7H5	0.403938106194733	24.9439820163599	1.10717583889783	0.272478982797497	0.671388298743137	-5.65738012597012	ENSG00000006712
P49754	-0.608744336417786	23.8455552479465	-1.09353916705483	0.278371849124616	0.676418999113168	-5.67178057883064	ENSG00000006715
Q17R89	-0.282152981836418	22.6541595256886	-0.917116460563798	0.362622075519237	0.758958063938843	-5.84253224591776	ENSG00000006740
Q9BQ52	-0.0962132083713243	25.0743003089782	-0.391623794978632	0.696673958617569	0.921125009713047	-6.1764367095144	ENSG00000006744
Q9Y6U3	-0.470414742993388	28.331927706261	-1.46321550811445	0.148444184710483	0.516241160220832	-5.22160211650319	ENSG00000006747
P51689	0.515297604334684	22.7128491017575	1.00100929591195	0.320698588687853	0.71700262571335	-5.76494965888189	ENSG00000006756
Q96CT7	0.448600388746282	23.6693383641956	0.612147570548447	0.542670254020837	0.874979566876294	-6.0685507526086	ENSG00000007080
P43034	-0.470995682631209	28.9053262234642	-2.87647948191005	0.005500852526158	0.0751881531687034	-2.45750445784003	ENSG00000007168
P35228	2.64980221241748	25.0400389539416	3.63119133309141	0.000572190077591155	0.0179643202675394	-0.419052002434205	ENSG00000007171
Q14002	-0.527873421917622	28.6367972416949	-1.97430192057269	0.052790243862884	0.298925441105199	-4.40275642748499	ENSG00000007306
Q9NQ29	-0.180286390199576	23.998060822924	-0.422559591366169	0.674073030673257	0.912364961792939	-6.1641406827167	ENSG00000007392
Q9NVH1	-0.368195821724679	27.5679819420894	-2.20433757244234	0.0312070001212867	0.224797584757432	-3.96424165896155	ENSG00000007923
P20618	0.328731845306141	30.2075307483596	3.16027738592293	0.0024342508511753	0.0458611556582028	-1.72998475070638	ENSG00000008018
Q9UQ88	0.0709279460415395	26.4515214773175	0.481251535921078	0.632025539159872	0.902585683112712	-6.13826121337821	ENSG00000008128
O95544	0.0607992640902282	23.2142424262915	0.135331359102238	0.892786659050151	0.976300180871234	-6.24245575253706	ENSG00000008130
Q16563	-1.36892685534444	26.1658126096316	-2.26833865771422	0.0268060598499116	0.206751689337437	-3.83520935363406	ENSG00000008282
P49447	-0.160004307919415	22.5127425167	-0.447026236696032	0.656408007495724	0.906864166423659	-6.15375821519469	ENSG00000008283
O60271	0.01797988130836	26.937411691627	0.0877889343422581	0.930326305719002	0.987219640202426	-6.24764741383796	ENSG00000008294
Q9UDR5	-0.111672865156326	23.3522431437924	-0.163181770963041	0.870904060265927	0.973917899425462	-6.23838745595591	ENSG00000008311
P10620	-0.671011799633725	27.9126471525055	-1.81130513646875	0.074930660096156	0.35982607870259	-4.68778055300251	ENSG00000008394
O75448	0.568395261039214	21.8107255039489	1.42438436988313	0.159330452988312	0.534663975474011	-5.27464757720034	ENSG00000008838
Q9P2D3	0.255189102287538	25.2463564265406	0.659498556132219	0.512008822658157	0.860388323534825	-6.03927172906012	ENSG00000008869
Q99442	0.225955470022505	26.1205067935493	0.901114856553126	0.371001314290032	0.76660483775049	-5.85658148034124	ENSG00000008952
P60866	0.427030209877778	30.6676479159905	2.91592225368793	0.00492518181517614	0.069624219803111	-2.35942778147068	ENSG00000008988
O75534	0.214078073125716	27.5671760110146	0.737443970017856	0.463623785059368	0.835930046471811	-5.98640003965112	ENSG00000009307
Q15386	1.07191217736892	27.9167455797883	2.46921757808093	0.0163227350322314	0.150351138734388	-3.40977970296182	ENSG00000009335
Q9Y228	0.292855453653161	24.4988794542552	0.614433855478867	0.541168535162109	0.874627155376106	-6.06718650138409	ENSG00000009790
Q9NP79	0.10781192867103	27.9739140952254	0.842539181483459	0.402712579072477	0.795601990211806	-5.90595413822118	ENSG00000009844
Q9UIG0	0.109573080036355	24.4461355465768	0.221173870813045	0.825681120982257	0.961531814894747	-6.22748287385024	ENSG00000009954
Q96S59	-0.815024677627662	24.3430105054009	-1.68123770624845	0.0977291802789128	0.412535796368813	-4.89934317927373	ENSG00000010017
Q8N6R0	-0.133461759334686	23.1810034920521	-0.364326594387201	0.716849113882618	0.926980846247177	-6.18651432951559	ENSG00000010165
O43670	0.377822180749241	27.1066875848912	1.25945131303359	0.212570427354995	0.603511349700383	-5.48500234172606	ENSG00000010244
P31930	-0.648619195434289	32.0658943850192	-5.34415196356866	1.3694284949612e-06	0.000355594932524925	5.16597911721946	ENSG00000010256
P21926	-1.01208023843633	29.2664846783699	-5.47001365897833	8.49491326486749e-07	0.000272486835490132	5.61167157551629	ENSG00000010278
Q15021	0.466129348071494	23.6115489758392	0.748851589154636	0.456767695851286	0.831235451459665	-5.97817566769902	ENSG00000010292
Q9NY15	0.00408847040908711	26.5624533661472	0.0174396955651765	0.986141632194908	0.997773382091647	-6.25127104837959	ENSG00000010327
Q06187	-0.276149169850754	24.3755004473763	-0.525776632014939	0.600911944548011	0.894899207450154	-6.11640409307335	ENSG00000010671
O95372	0.167882884656262	27.5285600248989	0.850540475939622	0.398285224359664	0.791445541206676	-5.89940079127259	ENSG00000011009
Q9UBG0	0.0750587521659192	25.0482738426968	0.29519510761407	0.76882742464805	0.940624072025763	-6.20879306860735	ENSG00000011028
O75954	1.33692008105519	23.2160627129223	2.50344620469216	0.0149361474630517	0.143146288781052	-3.33350712646617	ENSG00000011105
Q9ULX6	-0.484573459024187	23.2204689649994	-1.15001482032639	0.254537784329039	0.651334837140427	-5.61102883026324	ENSG00000011243
Q6DKK2	-0.1603642378684	24.2398629828733	-0.484363995181583	0.629827861018935	0.902517885035359	-6.13679564844578	ENSG00000011295
P26599	0.171079442241378	31.2230062956097	1.8731888238483	0.0657402975488258	0.339471441793321	-4.58210980225258	ENSG00000011304
Q15031	-0.165660284992239	27.1523428914704	-1.09566280329321	0.277448358679533	0.675413348160489	-5.669549268707	ENSG00000011376
Q9Y3P9	-0.39369031598007	26.8497510084579	-2.05414046652946	0.0441682501400518	0.272762704432279	-4.25529493100771	ENSG00000011454
P07585	-0.676451971531819	31.7859243768934	-3.96816556852506	0.000190046905246722	0.0102032969167203	0.589942100514428	ENSG00000011465
Q9NXS2	0.635273059956567	23.8557557065712	1.34625892217115	0.183102254464534	0.564099770392715	-5.37732276199562	ENSG00000011478
P53041	0.134796065318135	27.1804544435267	1.14073491812255	0.258351064711495	0.656710438713078	-5.62121258715703	ENSG00000011485
Q13214	0.52989618961729	27.2552250552933	0.426518618846762	0.671249913526543	0.912364961792939	-6.16245831846027	ENSG00000012171
P02788	7.54034848901569	25.4895389192507	6.63499916245457	9.98471957125287e-09	9.27668585596365e-06	9.76869695063649	ENSG00000012223
P09917	0.807548019550286	25.3355994197454	1.95942062147946	0.0545464281387231	0.303511910857609	-4.42966961298768	ENSG00000012779
Q8N806	-0.375446933992105	23.4505293682823	-0.749611717905753	0.45631293390148	0.831086983488568	-5.97762324572236	ENSG00000012963
Q9NZN3	0.345506946769596	23.7227615274962	0.462789083885567	0.645129721893793	0.905077110492961	-6.14676182421671	ENSG00000013016
P43686	0.408753929967876	29.4458776484845	3.82996256219349	0.000300449133850565	0.0129128929251248	0.169697458673624	ENSG00000013275
Q9Y2E5	-0.142533823336549	26.2679688723049	-0.252665543543798	0.801361712255214	0.95263549142025	-6.22018359228704	ENSG00000013288
Q14764	-0.143076665727811	32.7498501922486	-1.78155315569673	0.0797013674647904	0.368627274627228	-4.73739890529813	ENSG00000013364
Q9Y5A7	-0.153240696425339	25.3829050337534	-0.237422685048716	0.813109234702453	0.955748149068123	-6.22383799627018	ENSG00000013374
O95394	0.0588227798850802	27.5253516664224	0.171072374883488	0.864721962712909	0.972414729746892	-6.23709689207883	ENSG00000013375
Q9UBS8	0.22606878061282	23.4195291934779	0.458236617031673	0.648378564872965	0.905637375576915	-6.14880718637704	ENSG00000013561
Q9NRV9	-0.397414705797889	28.1863125214285	-2.43823871125973	0.0176269401359236	0.158352066822391	-3.47664567775246	ENSG00000013583
Q8NFJ5	-0.0269382416161008	23.459458444701	-0.0609851013307127	0.951566500853504	0.990650518408021	-6.24959933724012	ENSG00000013588
O94874	0.0415300664401137	28.8913609111728	0.536103521506634	0.593798051688575	0.892497457513175	-6.11106102743953	ENSG00000014123
P07384	-0.135667973015877	32.0581266821665	-1.31689273883741	0.19270323499523	0.577051477445901	-5.41450806271698	ENSG00000014216
P15309	0.111336403724117	23.8396508449695	0.250060542765949	0.803364144776932	0.953164639135902	-6.22082536578902	ENSG00000014257
P40925	-0.271291082601515	32.0881280774065	-1.68951598396357	0.0961248177172491	0.408549205777209	-4.88630122406328	ENSG00000014641
Q6PML9	0.273613123015952	25.329996183463	0.543493342625099	0.588731770847536	0.890474122820884	-6.10717440089421	ENSG00000014824
A4FU01	-0.220194161035682	23.1201088286131	-0.547024483701453	0.586318145605752	0.889219051577577	-6.10529861818333	ENSG00000014914
Q7KZN9	-0.872297270666376	24.7474667794357	-2.32177039852122	0.0235328140854756	0.189548648756423	-3.72456289943022	ENSG00000014919
Q15326	0.132173135749721	22.5038213002631	0.332529782751071	0.740606752674895	0.93273317632752	-6.19733932836835	ENSG00000015171
P42768	0.237943173945386	24.0482886053113	0.661571906984367	0.510687712545068	0.859323580970143	-6.0379405580098	ENSG00000015285
P16444	0.477639240283143	23.0656860981501	0.943086237812834	0.349283578999339	0.74704258247941	-5.81921956439546	ENSG00000015413
P55957	0.195775505733522	27.0330691474918	0.778359594447141	0.439306401269457	0.823775036493242	-5.95632729004103	ENSG00000015475
P43243	0.145088945764893	29.6037164887414	1.38688366903301	0.170424809554632	0.549288412462079	-5.32461004988335	ENSG00000015479
Q8IVD9	0.094565380133151	22.2315465391615	0.28042676187751	0.780080194872964	0.946146027143286	-6.21294882483384	ENSG00000015676
Q8NE62	-0.964221064583324	28.5709731809893	-2.86794139705295	0.00563908078546826	0.0759256975880455	-2.4792146342579	ENSG00000016391
A8K7I4	-1.17026399550482	32.8899440092203	-4.09842419803571	0.00012347922411334	0.0081124362540969	0.987767930623044	ENSG00000016490
Q14CN2	-0.0282998514652029	28.8224256224538	-0.14611190355218	0.884305295490587	0.975651423014162	-6.24097095177342	ENSG00000016602
P98194	0.089393904337058	25.1609694606098	0.367790993087229	0.714277001469897	0.925166861998895	-6.18527547421048	ENSG00000017260
Q15311	0.30548103812912	22.8373762003053	0.523862535077098	0.602234830471504	0.895530508471816	-6.11738312341089	ENSG00000017797
Q7L099	-0.592110986626302	23.0697285862516	-1.23046652082863	0.223153068311278	0.619544590261137	-5.51944182792174	ENSG00000018189
Q12860	-0.788914391608571	23.0602526743826	-2.1307151493036	0.037071248019713	0.245327081858611	-4.1091111478423	ENSG00000018236
O00116	0.00766290791997903	27.8509953769211	0.0408208906134655	0.967569362167023	0.995688947329077	-6.250604219393	ENSG00000018510
Q6P3X3	-0.311818485887152	23.8836787974489	-0.61416557095669	0.541344644470663	0.874652547051415	-6.06734684978888	ENSG00000018699
Q96IQ7	-0.787209083266831	25.8488482662683	-2.51087989076072	0.0146542003344826	0.142647398466964	-3.31699459384492	ENSG00000019102
Q86UU1	-0.0943592956201869	26.490082473116	-0.466557554506973	0.642445580974014	0.905073493673296	-6.14505353934842	ENSG00000019144
P04233	0.170214387843892	28.2208363586668	0.770066639003909	0.444173682638523	0.827022063070515	-5.96255121876528	ENSG00000019582
P49959	0.125563509344889	26.8931376820023	0.92971457514238	0.356111158908072	0.752664399040976	-5.83130208948406	ENSG00000020922
P30740	-0.0248920990385955	29.7986964591809	-0.144867721228505	0.885283455877876	0.975695542487849	-6.24114811499846	ENSG00000021355
O60306	0.291213272640398	27.917243775132	0.306733624480715	0.76010358701746	0.939360304872545	-6.20537552836561	ENSG00000021776
P07358	0.0171990958083157	25.436567642679	0.0595796480267944	0.952681334775658	0.990650518408021	-6.24968228229979	ENSG00000021852
Q13642	-1.20697179808061	29.2178661786482	-4.39453283591482	4.40869507164376e-05	0.00429296682601311	1.93765275046907	ENSG00000022267
Q9BY42	0.371828214931131	23.2234283330871	0.772380123771797	0.442812695717166	0.826654443596612	-5.96082150274204	ENSG00000022277
P13489	-0.00826606095748517	30.0333095176415	-0.0398659012463433	0.968327651541461	0.99602351163897	-6.25064193918179	ENSG00000023191
P28331	-0.482100531792536	31.4300488461895	-4.08240955032375	0.000129357495061221	0.00839745738772424	0.943805685231342	ENSG00000023228
Q9BS26	0.0106987034318848	30.0005939776437	0.0974642954951443	0.922670900747841	0.985419513933231	-6.24677010844958	ENSG00000023318
Q9Y315	-0.034519624730315	26.7478442917357	-0.237025570730036	0.813415446376592	0.955748149068123	-6.2239304029426	ENSG00000023697
Q9Y3F4	0.117403968990729	29.171964334863	1.32939193251308	0.188571394332744	0.57094936884867	-5.39877529009571	ENSG00000023734
Q9H4E7	0.323817979265904	25.2212259928512	0.978550260046708	0.331590919411421	0.730867131588713	-5.78636409997063	ENSG00000023892
P48507	0.327590485821375	25.54199369608	1.79056672480015	0.078226653258015	0.363967525781532	-4.72243367216955	ENSG00000023909
Q8IWV8	0.37175474786822	23.4986781387285	0.797715834630398	0.428068706095251	0.81276415540996	-5.94154616537386	ENSG00000024048
Q9NZN4	-0.335848640291516	30.3864392267869	-2.84001480357231	0.00608777541371118	0.0797996137763632	-2.54727678478746	ENSG00000024422
Q9NQL2	-0.455178305868067	24.4251848217913	-0.712764589918728	0.47865543545374	0.843330562044991	-6.00376830430795	ENSG00000025039
P19971	0.656689961817076	30.1238244423389	3.46215908654521	0.000974469897584405	0.0243751575758154	-0.903428636090251	ENSG00000025708
Q15785	-0.0365308924899352	25.9778885240265	-0.0836495659119618	0.933603545576891	0.988464574014958	-6.2479947654447	ENSG00000025772
Q9UGP8	-0.191416850801009	27.0123669313075	-0.648989798320299	0.518732841175771	0.863973788311387	-6.04595540772875	ENSG00000025796
O60684	-0.34919744042681	26.539171456394	-1.50539905868854	0.137280345728027	0.493358866464371	-5.16247135554978	ENSG00000025800
P08670	0.107180617254571	35.2268222449924	0.8617369886707	0.392140504890164	0.788474252642355	-5.89012896180136	ENSG00000026025
P25445	-0.936599350572454	26.3975197022015	-3.77281592235873	0.000362207746623057	0.0142985238453198	-0.001462742170526	ENSG00000026103
O00584	-0.48630044605104	28.6966672355226	-2.44231084731508	0.0174469456406507	0.157774783712219	-3.4677970828827	ENSG00000026297
P16070	0.177296461791133	29.0347994787819	1.31914911581612	0.191952348682584	0.575991336112711	-5.41167832502803	ENSG00000026508
Q99797	0.273912749528868	25.4519148140592	1.04517806357107	0.2999833689786	0.699063808136882	-5.72146583310059	ENSG00000027001
P09086	0.0964044162947886	23.8888751755567	0.202174974460667	0.840439386284021	0.968357513773477	-6.23141730722389	ENSG00000028277
Q13596	-0.153767127178522	27.9888808333884	-1.24348139898937	0.218354365111154	0.611235294122752	-5.50407184969245	ENSG00000028528
Q9NYF8	-0.0322110519920287	26.7330343561595	-0.107778220664844	0.914518336284082	0.983215395851163	-6.24573402438284	ENSG00000029363
P16157	-0.333882726826264	28.221806846685	-1.74724257566545	0.0855281765199128	0.384974550657157	-4.79374240594453	ENSG00000029534
Q15276	0.267041922582379	24.3798170941261	0.432918467061809	0.666570668648571	0.910979403463144	-6.1598157440033	ENSG00000029725
O15347	-0.0672578518008571	26.242399802297	-0.272134339890338	0.786419544707996	0.948216120860608	-6.2151890407776	ENSG00000029993
Q12769	0.321836192898544	25.8818614135478	0.661285621357141	0.510870021080343	0.859323580970143	-6.03812460945091	ENSG00000030066
Q16611	0.283841996778769	25.9706190199305	1.83132756352897	0.0718389982320711	0.35323539888141	-4.6539131800864	ENSG00000030110
P28799	-0.350177983141261	25.4451236176886	-0.451989767229873	0.652856866363636	0.90665869573507	-6.151572948336	ENSG00000030582
P49591	0.141988722209433	29.6049524126025	1.87024018953243	0.0661550893902284	0.339964762885377	-4.58721481754165	ENSG00000031698
Q9H6Z4	0.289194337957415	25.7643283214343	1.16451505911163	0.248659959369835	0.646919254982686	-5.5949582823086	ENSG00000031823
Q53HC9	-0.0293552592329611	24.7240769780315	-0.0514945026786584	0.959096408899642	0.9922126195655	-6.250121883074	ENSG00000032389
Q8IY17	0.235621708972467	24.7294886228351	1.10876085391061	0.27179975768296	0.670644379477457	-5.65569521988015	ENSG00000032444
Q9BT22	-0.129626619023028	26.2245549607034	-0.696852129959207	0.488490190521546	0.846060194013311	-6.01465858212208	ENSG00000033011
Q6NZY4	0.0475520029524326	23.514114499368	0.0905227936953693	0.928162501775709	0.987219640202426	-6.24740880934437	ENSG00000033030
Q9UG63	0.263107248113126	26.4554546922009	1.11611805342248	0.268662535530428	0.667129693190996	-5.64784406871457	ENSG00000033050
Q9BYC5	1.20943486714028	23.4475606494608	2.32667945044936	0.0232521225199823	0.188457133856746	-3.71431664839781	ENSG00000033170
A0AVT1	-0.00411240838774773	28.6640378769251	-0.031683391732918	0.974825932257123	0.997662461808134	-6.2509285301695	ENSG00000033178
Q93050	-0.0662023815351844	27.3411438683924	-0.459977372045698	0.647135464586899	0.905524682677024	-6.14802746467298	ENSG00000033627
Q9Y6M7	0.182493096761132	22.6426222269311	0.552312355329554	0.582712563962255	0.889075575392462	-6.10246715062337	ENSG00000033867
P46734	0.284227058780161	25.5403264714731	0.912362938343129	0.365098493070151	0.761622831947795	-5.84673090126249	ENSG00000034152
P63313	0.05769121870539	27.4916618991135	0.157779751345642	0.875141487206511	0.973917899425462	-6.23923574329887	ENSG00000034510
P60520	0.109392336755224	24.708780129929	0.369996944688348	0.71264094073513	0.924467349378597	-6.18448055245633	ENSG00000034713
Q96C01	0.204743819262283	28.1629752904613	0.414327727588348	0.680082187289027	0.913797022262442	-6.1674833912742	ENSG00000035141
P18206	-0.402613892664064	33.0794073929604	-4.15755145426364	0.000100150674111694	0.00728162167908093	1.17960745079458	ENSG00000035403
Q9UIK4	0.14411611833944	21.9448648384634	0.348881070332149	0.728356204071982	0.929021607065412	-6.19189553329033	ENSG00000035664
P30520	0.465211077080774	28.1933010363349	3.74939512597498	0.000390883035164192	0.0147695625285663	-0.0711567528655328	ENSG00000035687
P16035	0.153612019957833	22.7694662202506	0.359923400839758	0.720122976205924	0.926980846247177	-6.18807204743788	ENSG00000035862
P35251	-0.289964959232126	21.8159582096965	-0.691061077974201	0.492096878311593	0.848373151259284	-6.01856186215642	ENSG00000035928
Q9NUY8	-0.0360225471990994	24.9023684432611	-0.0781548265794756	0.937955637595413	0.989898304133355	-6.24842994657184	ENSG00000036054
Q13618	-0.559843261765124	27.68768138615	-2.24592647601829	0.0282683574013265	0.213205190746104	-3.88055842683713	ENSG00000036257
P00480	-0.26495367376625	22.8535840148547	-0.391392789933767	0.696843798516267	0.921125009713047	-6.17652503076189	ENSG00000036473
Q9NRH3	-0.223332181352955	26.1756507543545	-0.855212162836183	0.395714181266044	0.790413710785252	-5.89554655484851	ENSG00000037042
Q9UNX3	0.420597908224561	30.0829881394732	1.76276842917937	0.0828501353308509	0.377428394284987	-4.76837135484222	ENSG00000037241
Q08J23	0.244869379912636	27.2387166099636	2.01910228562463	0.0477894026193321	0.283564322615036	-4.32063594026121	ENSG00000037474
Q9BV20	0.556058052512281	25.161311232759	1.51426421494929	0.135021350039743	0.48986787875364	-5.14984661440468	ENSG00000037757
P20933	0.718676365632401	25.4032652714261	2.71241091189827	0.00862595615774705	0.100736080029041	-2.85449286209561	ENSG00000038002
Q8NFC6	0.114782781333634	22.938365320421	0.238215598863246	0.812496478161163	0.955476233645206	-6.22365380870412	ENSG00000038219
Q9NZL9	0.142105249183313	28.3633263731748	1.50617273499796	0.137082017978757	0.493358866464371	-5.16137231060191	ENSG00000038274
Q6P2E9	-0.0250452580140035	26.4902117843291	-0.101211264402562	0.919708128148901	0.984754595385215	-6.24640574635857	ENSG00000038358
O75962	-0.181217411725523	22.5622450874994	-0.686566783360294	0.494905994868622	0.85008085093405	-6.0215690078502	ENSG00000038382
P13611	-0.993647558683485	28.484119476863	-4.42971794891191	3.89304226562049e-05	0.00408245374508241	2.05269408975169	ENSG00000038427
Q2KHT3	-1.00712181290994	25.0041475230285	-2.20435567374111	0.0312056647670924	0.224797584757432	-3.964205524939	ENSG00000038532
